Name,City,State,Phone,Link
VCA East Anchorage Animal,Anchorage,AK,,http://www.findalocalvet.com/Profiles/VCA-East-Anchorage-Animal.aspx
Capital Area Vet Specialists,Austin,TX,(512) 388-0944,http://www.findalocalvet.com/Profiles/Capital-Area-Vet-Specialists.aspx
Austin Vet Care,Austin,TX,(512) 459-4336,http://www.findalocalvet.com/Profiles/Austin-Vet-Care.aspx
Cornerstone Animal Hospital,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Cornerstone-Animal-Hospital.aspx
"Northern Lights Veterinary and Laser Center, Inc",Anchorage,AK,(907) 276-2340,http://www.findalocalvet.com/Profiles/Northern-Lights-Veterinary-and-Laser-Center-Inc.aspx
Chester Valley Veterinary Hosp,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Chester-Valley-Veterinary-Hosp.aspx
College Village Animal Clinic,Anchorage,AK,,http://www.findalocalvet.com/Profiles/College-Village-Animal-Clinic.aspx
Alaska Veterinary Clinic,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Alaska-Veterinary-Clinic.aspx
VCA Alpine Animal Hospital,Anchorage,AK,,http://www.findalocalvet.com/Profiles/VCA-Alpine-Animal-Hospital.aspx
Southside Animal Hospital,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Southside-Animal-Hospital2.aspx
Southside Animal Hospital,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Southside-Animal-Hospital.aspx
Diamond Animal Hospital,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Diamond-Animal-Hospital.aspx
James E Gaarder DVM,Anchorage,AK,,http://www.findalocalvet.com/Profiles/James-E-Gaarder-DVM.aspx
Northern Lights Veterinary,Anchorage,AK,,http://www.findalocalvet.com/Profiles/Northern-Lights-Veterinary.aspx
Gully Animal Hospital,Arlington,TX,(817) 468-2349,http://www.findalocalvet.com/Profiles/Gully-Animal-Hospital.aspx
Richter Animal Hospital & Pet Resort,Arlington,TX,(817) 478-8000,http://www.findalocalvet.com/Profiles/Richter-Animal-Hospital-Pet-Resort.aspx
Lakeview Pet Wellness Ctr Inc,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Lakeview-Pet-Wellness-Ctr-Inc.aspx
VCA Bering Sea Animal,Anchorage,AK,,http://www.findalocalvet.com/Profiles/VCA-Bering-Sea-Animal.aspx
Creature Comfort Animal Clinic,Arlington,TX,(817) 472-0404,http://www.findalocalvet.com/Profiles/Creature-Comfort-Animal-Clinic.aspx
Liberty Animal Hospital,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Liberty-Animal-Hospital.aspx
Vulcan Park Animal Care,Homewood,AL,,http://www.findalocalvet.com/Profiles/Vulcan-Park-Animal-Care.aspx
Kelley Animal Hospital,Birmingham,AL,(205) 833-9400,http://www.findalocalvet.com/Profiles/Kelley-Animal-Hospital.aspx
I 20 Animal Medical Center,Arlington,TX,(817) 478-9238,http://www.findalocalvet.com/Profiles/I-20-Animal-Medical-Center.aspx
Kirby J Warren DVM,Arlington,TX,,http://www.findalocalvet.com/Profiles/Kirby-J-Warren-DVM.aspx
Montclair Animal Clinic,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Montclair-Animal-Clinic.aspx
Pet Vet Animal Hospital,Vestavia Hills,AL,(205) 824-2077,http://www.findalocalvet.com/Profiles/Pet-Vet-Animal-Hospital2.aspx
Caldwell Mill Animal Clinic,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Caldwell-Mill-Animal-Clinic.aspx
Sanford Oaks Animal Clinic,Arlington,TX,(817) 460-4441,http://www.findalocalvet.com/Profiles/Sanford-Oaks-Animal-Clinic.aspx
Dr Elizabeth Gibbins Vet,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Dr-Elizabeth-Gibbins-Vet.aspx
SouthLake Animal Hospital,Hoover,AL,(205) 988-8732,http://www.findalocalvet.com/Profiles/SouthLake-Animal-Hospital2.aspx
Banfield the Pet Hospital,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital48.aspx
Cats Love Housecalls,Austin,TX,(512) 343-9200,http://www.findalocalvet.com/Profiles/Cats-Love-Housecalls.aspx
Spicewood Springs Animal Hospital,Austin,TX,(512) 345-2727,http://www.findalocalvet.com/Profiles/Spicewood-Springs-Animal-Hospital.aspx
Capital Veterinary Clinic,Austin,TX,(512) 442-1496,http://www.findalocalvet.com/Profiles/Capital-Veterinary-Clinic.aspx
Southlake Animal Hospital,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Southlake-Animal-Hospital.aspx
Parkway Veterinary Clinic,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Parkway-Veterinary-Clinic.aspx
Circle C Animal Hospital,Austin,TX,(512) 288-5888,http://www.findalocalvet.com/Profiles/Circle-C-Animal-Hospital.aspx
Manchaca Road Animal Hospital,Austin,TX,(512) 442-6744,http://www.findalocalvet.com/Profiles/Manchaca-Road-Animal-Hospital.aspx
Austin Hills Mobile Veterinary Services,Austin,TX,(512) 266-3501,http://www.findalocalvet.com/Profiles/Austin-Hills-Mobile-Veterinary-Services.aspx
Westlake Animal Hospital,West Lake Hills,TX,(512) 329-5854,http://www.findalocalvet.com/Profiles/Westlake-Animal-Hospital.aspx
Pet Wellness Ctr,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Pet-Wellness-Ctr.aspx
Emergency Animal Hospital,Austin,TX,,http://www.findalocalvet.com/Profiles/Emergency-Animal-Hospital2.aspx
Red Mountain Animal Medical,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Red-Mountain-Animal-Medical.aspx
Central Texas Veterinary Specs,Austin,TX,,http://www.findalocalvet.com/Profiles/Central-Texas-Veterinary-Specs.aspx
Best Vet,Austin,TX,(512) 336-9663,http://www.findalocalvet.com/Profiles/Best-Vet.aspx
Alternatives for Animal Health,Austin,TX,(512) 288-5400,http://www.findalocalvet.com/Profiles/Alternatives-for-Animal-Health.aspx
Banfield the Pet Hospital,Birmingham,AL,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital47.aspx
Research Pet & Bird Hospital,Austin,TX,(512) 258-2577,http://www.findalocalvet.com/Profiles/Research-Pet-Bird-Hospital.aspx
Caring Hands Animal Hosp LLC,Bee Cave,TX,(512) 263-9292,http://www.findalocalvet.com/Profiles/Caring-Hands-Animal-Hosp-LLC.aspx
Manchaca Village Veterinary,Austin,TX,(512) 282-1326,http://www.findalocalvet.com/Profiles/Manchaca-Village-Veterinary.aspx
VCA Ben White Animal Hosp,Austin,TX,,http://www.findalocalvet.com/Profiles/VCA-Ben-White-Animal-Hosp.aspx
Four Paws at Four Points,Austin,TX,(512) 258-7447,http://www.findalocalvet.com/Profiles/Four-Paws-at-Four-Points.aspx
Feather & Fur Animal Hospital,Austin,TX,(512) 291-4000,http://www.findalocalvet.com/Profiles/Feather-Fur-Animal-Hospital.aspx
Altadena Valley Animal Clinic,Cahaba Heights,AL,,http://www.findalocalvet.com/Profiles/Altadena-Valley-Animal-Clinic.aspx
Abraham Veterinary Clinic,Austin,TX,(512) 472-5879,http://www.findalocalvet.com/Profiles/Abraham-Veterinary-Clinic.aspx
Brykerwood Veterinary Clinic,Austin,TX,,http://www.findalocalvet.com/Profiles/Brykerwood-Veterinary-Clinic.aspx
Northwest Austin Veterinary,Austin,TX,(512) 250-8048,http://www.findalocalvet.com/Profiles/Northwest-Austin-Veterinary.aspx
Spangler Animal Clinic,Austin,TX,(512) 452-7671,http://www.findalocalvet.com/Profiles/Spangler-Animal-Clinic.aspx
Austin Urban Vet Ctr,Austin,TX,(512) 476-2882,http://www.findalocalvet.com/Profiles/Austin-Urban-Vet-Ctr.aspx
Buckhead Animal Clinic,Atlanta,GA,(404) 873-3771,http://www.findalocalvet.com/Profiles/Buckhead-Animal-Clinic.aspx
Standifer Animal Clinic,Homewood,AL,,http://www.findalocalvet.com/Profiles/Standifer-Animal-Clinic.aspx
Cheshire Animal Clinic,Atlanta,GA,(404) 320-6555,http://www.findalocalvet.com/Profiles/Cheshire-Animal-Clinic.aspx
C E Walton DVM,Atlanta,GA,,http://www.findalocalvet.com/Profiles/C-E-Walton-DVM.aspx
Belle Isle Animal Clinic,Atlanta,GA,,http://www.findalocalvet.com/Profiles/Belle-Isle-Animal-Clinic.aspx
Dunwoody Veterinary Center,Atlanta,GA,(770) 394-5004,http://www.findalocalvet.com/Profiles/Dunwoody-Veterinary-Center.aspx
Centre Court Veterinary Clinic,Atlanta,GA,(404) 252-9200,http://www.findalocalvet.com/Profiles/Centre-Court-Veterinary-Clinic.aspx
Burnet Road Animal Hospital,Austin,TX,(512) 452-7606,http://www.findalocalvet.com/Profiles/Burnet-Road-Animal-Hospital.aspx
Georgia Veterinary Medical Association,Atlanta,GA,(678) 309-9800,http://www.findalocalvet.com/Profiles/Georgia-Veterinary-Medical-Association.aspx
Peachtree Hills Animal Hospital,Atlanta,CA,(404) 812-9880,http://www.findalocalvet.com/Profiles/Peachtree-Hills-Animal-Hospital.aspx
Pet EP,Atlanta,GA,,http://www.findalocalvet.com/Profiles/Pet-EP.aspx
Collier Animal Hospital,Atlanta,GA,(404) 477-0200,http://www.findalocalvet.com/Profiles/Collier-Animal-Hospital.aspx
Inman Animal Hospital,Atlanta,GA,(404) 584-8761,http://www.findalocalvet.com/Profiles/Inman-Animal-Hospital.aspx
Atlanta Veterinary Skin & Allergy Clinic,Atlanta,GA,(770) 936-8922,http://www.findalocalvet.com/Profiles/Atlanta-Veterinary-Skin-Allergy-Clinic.aspx
M Lance Hirsh Veterinary Ctr,Atlanta,GA,,http://www.findalocalvet.com/Profiles/M-Lance-Hirsh-Veterinary-Ctr.aspx
Mobile Veterinary Services,Atlanta,GA,(770) 220-2477,http://www.findalocalvet.com/Profiles/Mobile-Veterinary-Services2.aspx
Banfield the Pet Hospital,East Point,GA,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital52.aspx
